SDGNumber,SDGTitle,TargetsNumber,Targets,IndicatorsNumber,Indicators,UNSDIndicatorCodes,JRCKeywords
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.1,ภายในปี 2573 ตรวจสอบให้แน่ใจว่าเด็กหญิงและเด็กชายทุกคนสมบูรณ์ฟรีเป็นธรรมและคุณภาพการศึกษาระดับประถมศึกษาและมัธยมศึกษาซึ่งนำไปสู่ผลการเรียนรู้ที่เกี่ยวข้องและมีประสิทธิภาพ,4.1.2,อัตราการสำเร็จ (การศึกษาระดับประถมศึกษามัธยมศึกษาตอนปลายระดับมัธยมศึกษาตอนปลาย),C040102,"['primary completion rate', 'primary school completion rate', 'free primary education', 'free secondary education', 'minimum proficiency level', 'effective learning outcomes', 'compulsory education', 'prevent early school leaving', 'free primary school', 'children out of school', 'out-of-school children', 'progress in primary school enrolment', 'Completion rate primary education', 'Completion rate lower secondary education', 'Completion rate upper secondary education', 'Completion rate secondary education', 'completion rate of education', 'early school leavers', 'out-of-school', 'learning conditions']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.2,ภายในปี 2573 ตรวจสอบให้แน่ใจว่าเด็กหญิงและเด็กชายทุกคนสามารถเข้าถึงการพัฒนาเด็กปฐมวัยที่มีคุณภาพการดูแลและการศึกษาระดับต้นเพื่อให้พวกเขาพร้อมสำหรับการศึกษาระดับประถมศึกษา,4.2.1,สัดส่วนของเด็กอายุ 24-59 เดือนที่มีการพัฒนาด้านสุขภาพการเรียนรู้และความเป็นอยู่ที่ดีทางจิตสังคมโดยเพศ,C040201,"['learning services for children', 'childhood development', 'pre primary education', 'early childhood education', 'children development', 'learning process for children', 'nursery education', 'family-day care', 'pre-primary provision', 'compulsory school starting age', 'early childhood learning', 'ensure that all children have access to basic services like health and education', 'children early learning', 'Early childhood and primary education', 'support children’s early cognitive development', 'support children’s cognitive development', 'support children’s early development', 'early childhood development', 'children developmentally on track', 'completion rate for upper-secondary education']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.2,ภายในปี 2573 ตรวจสอบให้แน่ใจว่าเด็กหญิงและเด็กชายทุกคนสามารถเข้าถึงการพัฒนาเด็กปฐมวัยที่มีคุณภาพการดูแลและการศึกษาระดับต้นเพื่อให้พวกเขาพร้อมสำหรับการศึกษาระดับประถมศึกษา,4.2.2,อัตราการมีส่วนร่วมในการเรียนรู้ที่เป็นระเบียบ (หนึ่งปีก่อนอายุการเริ่มต้นอย่างเป็นทางการ) โดยเพศ,C040202,"['learning services for children', 'childhood development', 'pre primary education', 'early childhood education', 'children development', 'learning process for children', 'nursery education', 'family-day care', 'pre-primary provision', 'compulsory school starting age', 'early childhood learning', 'ensure that all children have access to basic services like health and education', 'children early learning', 'Early childhood and primary education', 'support children’s early cognitive development', 'support children’s cognitive development', 'support children’s early development', 'early childhood development', 'children developmentally on track', 'completion rate for upper-secondary education']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.3,ภายในปี 2573 ให้การเข้าถึงที่เท่าเทียมกันสำหรับผู้หญิงและผู้ชายทุกคนในการศึกษาด้านเทคนิคอาชีพและการศึกษาระดับอุดมศึกษารวมถึงมหาวิทยาลัย,4.3.1,อัตราการมีส่วนร่วมของเยาวชนและผู้ใหญ่ในการศึกษาอย่างเป็นทางการและไม่ใช่ทางการและการฝึกอบรมในช่วง 12 เดือนที่ผ่านมาโดยเพศ,C040301,"['tertiary education', 'adult participation in learning', 'participation in formal education', 'participation in non-formal education', 'participation in training', 'access to universities', 'adult education', 'adult formal education', 'adult training', 'Lifelong training', 'lifelong education', 'lifelong learning']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.4,ภายในปี 2573 เพิ่มจำนวนเยาวชนและผู้ใหญ่ที่มีทักษะที่เกี่ยวข้องอย่างมากรวมถึงทักษะด้านเทคนิคและอาชีพสำหรับการจ้างงานงานที่ดีและผู้ประกอบการ,4.4.1,สัดส่วนของเยาวชนและผู้ใหญ่ที่มีทักษะด้านเทคโนโลยีสารสนเทศและการสื่อสาร (ICT) ตามประเภทของทักษะ,C040401,"['technical skills', 'vocational skills', 'skills for employment', 'digital skills', 'ICT skills', 'technology skills', 'skill training', 'vocational training', ' vocational education', 'upgrading of skills', 'skills adjusted to labour market', 'reskilling', 'upskilling', 'skills for job', 'skills for labour market', 'digital literacy', 'up-skilling', 'TVET', 'skills development', 'skilled labour', 'quality skills', 'human capital development', 'new skills', 'E-learning', 'labour market demand']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.5,ภายในปี 2573 กำจัดความไม่เสมอภาคทางเพศในการศึกษาและให้แน่ใจว่าการเข้าถึงการศึกษาและการฝึกอบรมสายอาชีพทุกระดับเท่าเทียมกันสำหรับผู้ที่อ่อนแอรวมถึงคนพิการชนพื้นเมืองและเด็ก ๆ ในสถานการณ์ที่อ่อนแอ,4.5.1,"ดัชนีความเท่าเทียมกัน (หญิง/ชาย, ชนบท/เมือง, ความมั่งคั่งด้านล่าง/ด้านบนและอื่น ๆ เช่นสถานะความพิการ, ชนพื้นเมืองและความขัดแย้งที่ได้รับผลกระทบเนื่องจากข้อมูลมีอยู่) สำหรับตัวชี้วัดการศึกษาทั้งหมดในรายการนี้",C040501,"['equal access to education', 'quality education and training for disadvantaged groups', 'education for indigenous', 'education for all', 'education for disadvantaged', 'education for vulnerable', 'gender equality in education', 'education for persons with disabilities', 'parity of education', 'education socially inclusive', 'training socially inclusive', 'inclusive education', 'educational inequalities', 'education is inclusive', 'equal access to high-quality education', 'parity in primary education', 'parity in secondary education', 'parity in tertiary education', 'parity in university', 'inequalities in education', 'disparity in education', 'gender discrepancy in education', 'gender discrepancy in terms of education', 'education for gender equality', 'remove barriers to education', 'inclusive schools', 'right to education', 'discrimination in education', 'right to common education']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.6,ภายในปี 2573 ให้แน่ใจว่าเยาวชนทุกคนและสัดส่วนของผู้ใหญ่ทั้งชายและหญิงบรรลุความรู้และการคำนวณ,4.6.1,สัดส่วนของประชากรในกลุ่มอายุที่กำหนดได้อย่างน้อยระดับความสามารถในการใช้งาน (a) การรู้หนังสือและ (b) ทักษะการคำนวณตามเพศ,C040601,"['numeracy', 'language proficiency', 'underachievement in reading', 'reading skills', 'reading proficiency', 'math proficiency', 'mathematical proficiency', 'math skills', 'mathematical skills', 'underachiever in mathematics', 'proficiency standards in reading', 'proficiency standards in mathematics', 'reduce illiterate', 'proficiency in reading', 'proficiency in math', 'functionally literate', 'increase literacy']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.7,ภายในปี 2573 ตรวจสอบให้แน่ใจว่าผู้เรียนทุกคนได้รับความรู้และทักษะที่จำเป็นในการส่งเสริมการพัฒนาที่ยั่งยืนรวมถึงการศึกษาเพื่อการพัฒนาที่ยั่งยืนและวิถีชีวิตที่ยั่งยืนสิทธิมนุษยชนความเท่าเทียมทางเพศการส่งเสริมวัฒนธรรมแห่งสันติภาพและการไม่ใช้ความรุนแรงระดับโลกการเป็นพลเมืองและการชื่นชมความหลากหลายทางวัฒนธรรมและการมีส่วนร่วมของวัฒนธรรมเพื่อการพัฒนาที่ยั่งยืน,4.7.1,ขอบเขตที่ (i) การศึกษาความเป็นพลเมืองระดับโลกและ (ii) การศึกษาเพื่อการพัฒนาอย่างยั่งยืนนั้นเป็นกระแสหลักใน (ก) นโยบายการศึกษาแห่งชาติ(b) หลักสูตร;(c) การศึกษาของครูและ (d) การประเมินนักเรียน,C200306,"['global citizenship education', 'sustainable development skills', 'human rights education', 'sustainable development in teacher education', 'sustainable development in national education', 'culture of peace', 'respect of cultural diversity', 'sustainable development in curricula', 'sustainability education', 'sustainability learning', 'education sustainability', 'learning sustainability', 'competences for sustainable development', 'education for sustainable development', 'skills for sustainable development', 'training on sustainable development', 'teach sustainable development', 'teacher of sustainable development', 'education for sustainable lifestyle', 'skills for sustainable lifestyle', 'training on sustainable lifestyle', 'teach sustainable lifestyle', 'teacher of sustainable lifestyle', 'learn sustainable development', 'learn sustainable lifestyle', 'education for human rights', 'training on human rights', 'teach human rights', 'teacher of human rights', 'learn human rights', 'education for peace', 'education for global citizenship', 'teach global citizenship', 'learn global citizenship', 'culture of sustainable development', 'culture of sustainable lifestyle', 'awareness of sustainable lifestyle', 'education for environmental sustainability', 'inclusive teaching', 'inclusive training course for teaching staff']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.a,สร้างและอัพเกรดสิ่งอำนวยความสะดวกการศึกษาที่เป็นเด็กความพิการและความอ่อนไหวทางเพศและให้สภาพแวดล้อมการเรียนรู้ที่ปลอดภัยไม่รุนแรงรวมและมีประสิทธิภาพสำหรับทุกคน,4.a.1,สัดส่วนของโรงเรียนที่ให้บริการขั้นพื้นฐานตามประเภทของบริการ,C040a01,"['education facilities', 'safe learning environment', 'inclusive learning environment', 'effective learning environment', 'sanitation in school', 'electricity in school', 'internet in school', 'drinking water in school', 'schools offering basic services', 'schools with basic resources', 'schools with drinking water', 'schools with electricity', 'schools with computers', 'schools with Internet', 'schools with sanitation', 'schools with access to electricity', 'schools with access to Internet', 'school with basic handwashing facilities', 'school with handwashing facilities', ' handwashing facilities in school', 'internet for teaching', 'internet accessible by pupils', 'students can access to internet', 'internet access students', 'internet for students', 'computer for teaching', 'computer for learning', 'computer in school', 'Accessible learning materials', 'access in schools to key basic services', 'access in schools to basic services', 'access in schools to facilities']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.b,ภายในปี 2563 มีการขยายจำนวนทุนการศึกษาให้กับประเทศกำลังพัฒนาอย่างมีนัยสำคัญทั่วโลกโดยเฉพาะอย่างยิ่งประเทศที่พัฒนาแล้วรัฐกำลังพัฒนาเกาะขนาดเล็กและประเทศในแอฟริกาสำหรับการลงทะเบียนในการศึกษาระดับอุดมศึกษารวมถึงการฝึกอบรมสายอาชีพและเทคโนโลยีสารสนเทศและการสื่อสารในประเทศที่พัฒนาแล้วและประเทศกำลังพัฒนาอื่น ๆ,4.b.1,ปริมาณของความช่วยเหลือการพัฒนาอย่างเป็นทางการสำหรับทุนการศึกษาโดยภาคและประเภทของการศึกษา,C040b01,"['scholarship', 'improve access to higher education', 'increase access to higher education', 'financial aid awards for individual students', 'financial aid for students', 'financial contributions to trainees', 'financial contributions to study', 'financial contributions for students', 'economic aid for students', 'economic aid to study', 'grants to students', 'grant for studying', 'grant for learning', 'official development assistance for studying', 'official development assistance for learning', 'official development assistance for school', 'official development assistance for education', 'ODA for education', 'ODA for school', 'Erasmus']"
4,สร้างหลักประกันว่าทุกคนมีการศึกษาที่มีคุณภาพอย่างครอบคลุมและเท่าเทียม และสนับสนุนโอกาสในการเรียนรู้ตลอดชีวิต,4.c,ภายในปี 2573 เพิ่มการจัดหาครูที่มีคุณสมบัติเหมาะสมอย่างมากรวมถึงผ่านความร่วมมือระหว่างประเทศสำหรับการฝึกอบรมครูในประเทศกำลังพัฒนาโดยเฉพาะอย่างยิ่งประเทศที่พัฒนาน้อยที่สุดและรัฐกำลังพัฒนาเกาะขนาดเล็ก,4.c.1,สัดส่วนของครูที่มีคุณสมบัติขั้นต่ำที่จำเป็นโดยระดับการศึกษา,C040c01,"['qualified teacher', 'skilled teacher', 'teacher education', 'teacher training', 'development of teaching staff', 'train teachers', 'educate teachers', 'adequate teacher', 'well-trained teachers', 'well-trained to teach', 'training for teaching', 'teachers with the minimum required qualifications']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.1,ยุติการเลือกปฏิบัติต่อผู้หญิงและเด็กผู้หญิงทุกคนทุกรูปแบบ,5.1.1,มีกรอบทางกฎหมายหรือไม่ที่จะส่งเสริมบังคับใช้และตรวจสอบความเท่าเทียมกันและไม่เลือกปฏิบัติบนพื้นฐานของเพศ,C050101,"['woman discrimination', 'gender discrimination', 'women discrimination', 'discrimination for women', 'discrimination for woman', 'discrimination for girls', 'discrimination faced by girls', 'discrimination faced by women', 'discrimination faced by woman', 'girls are deprived', 'women are deprived', 'woman  deprived', 'women discriminated', 'woman discriminated', 'girls discriminated', 'discriminated women', 'discriminated woman', 'discriminated girls', 'discrimination on the basis of sex', 'discrimination by sex', 'discrimination on the basis of gender', 'discrimination by gender', 'equal treatment women']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.2,กำจัดความรุนแรงทุกรูปแบบต่อผู้หญิงและเด็กผู้หญิงทุกคนในพื้นที่สาธารณะและเอกชนรวมถึงการค้ามนุษย์และการแสวงประโยชน์ทางเพศและประเภทอื่น ๆ,5.2.1,สัดส่วนของผู้หญิงและเด็กผู้หญิงที่มีอายุมากขึ้นเรื่อย ๆ อายุ 15 ปีขึ้นไปภายใต้ความรุนแรงทางร่างกายเพศหรือจิตวิทยาโดยหุ้นส่วนที่ใกล้ชิดในปัจจุบันหรืออดีตในช่วง 12 เดือนที่ผ่านมาโดยรูปแบบของความรุนแรงและตามอายุ,C050201,"['gender violence', 'violence against woman', 'violence against girls', 'gender-based violence', 'marital violence', 'violence within marriage', 'dowry-related death', 'sexual harassment', 'rape victim', 'intimate partner violence', 'rape women', 'women rape', 'violence against women', 'abuse women', 'women abuse', 'abuse woman', 'woman abuse', 'rape woman', 'woman rape', 'protect women from violence', 'protect woman from violence', 'marital rape', 'women sexually assaulted', 'woman sexually assaulted', 'domestic violence']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.2,กำจัดความรุนแรงทุกรูปแบบต่อผู้หญิงและเด็กผู้หญิงทุกคนในพื้นที่สาธารณะและเอกชนรวมถึงการค้ามนุษย์และการแสวงประโยชน์ทางเพศและประเภทอื่น ๆ,5.2.2,สัดส่วนของผู้หญิงและเด็กผู้หญิงอายุ 15 ปีขึ้นไปภายใต้ความรุนแรงทางเพศโดยบุคคลอื่นที่ไม่ใช่พันธมิตรที่ใกล้ชิดในช่วง 12 เดือนที่ผ่านมาตามอายุและสถานที่เกิดขึ้น,C050202,"['gender violence', 'violence against woman', 'violence against girls', 'gender-based violence', 'marital violence', 'violence within marriage', 'dowry-related death', 'sexual harassment', 'rape victim', 'intimate partner violence', 'rape women', 'women rape', 'violence against women', 'abuse women', 'women abuse', 'abuse woman', 'woman abuse', 'rape woman', 'woman rape', 'protect women from violence', 'protect woman from violence', 'marital rape', 'women sexually assaulted', 'woman sexually assaulted', 'domestic violence']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.3,กำจัดการปฏิบัติที่เป็นอันตรายทั้งหมดเช่นเด็กการแต่งงานเร็วและถูกบังคับและการตัดอวัยวะเพศหญิง,5.3.1,สัดส่วนของผู้หญิงอายุ 20-24 ปีที่แต่งงานหรือในสหภาพก่อนอายุ 15 และก่อนอายุ 18 ปี,C050301,"['forced marriage', 'fgm', 'female genital mutilation', 'child marriage', 'forced into early marriage', 'genital cutting', 'marrying in childhood', 'Marriage before the age of']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.3,กำจัดการปฏิบัติที่เป็นอันตรายทั้งหมดเช่นเด็กการแต่งงานเร็วและถูกบังคับและการตัดอวัยวะเพศหญิง,5.3.2,สัดส่วนของเด็กหญิงและผู้หญิงอายุ 15-49 ปีที่ผ่านการตัดอวัยวะเพศหญิงตามอายุ,C050302,"['forced marriage', 'fgm', 'female genital mutilation', 'child marriage', 'forced into early marriage', 'genital cutting', 'marrying in childhood', 'Marriage before the age of']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.4,รับรู้และให้ความสำคัญกับการดูแลที่ไม่ได้รับค่าจ้างและการทำงานในประเทศผ่านการให้บริการสาธารณะนโยบายโครงสร้างพื้นฐานและการคุ้มครองทางสังคมและการส่งเสริมความรับผิดชอบร่วมกันภายในครัวเรือนและครอบครัวตามความเหมาะสมระดับประเทศ,5.4.1,สัดส่วนของเวลาที่ใช้กับงานในประเทศและงานดูแลที่ไม่ได้รับค่าจ้างตามเพศอายุและสถานที่,C050401,"['unpaid domestic work', 'unpaid care', 'shared household responsibility', 'sharing family responsibility', 'responsibility shared household', 'Unpaid domestic services']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.5,รับรองการมีส่วนร่วมอย่างเต็มที่และมีประสิทธิภาพและโอกาสที่เท่าเทียมกันสำหรับความเป็นผู้นำในทุกระดับของการตัดสินใจในชีวิตทางการเมืองเศรษฐกิจและสาธารณะ,5.5.1,สัดส่วนของที่นั่งที่ผู้หญิงถืออยู่ใน (ก) รัฐสภาแห่งชาติและ (b) รัฐบาลท้องถิ่น,C050501,"['women in leading positions', 'women in managerial positions', 'women in management positions', 'women in parliament', 'women in top position', 'female CEO', 'female boss', 'women in government', 'women leading', 'leading women', 'women are serving in parliament', 'women in positions of leadership', 'women leadership', 'women’s representation in policy', 'women’s representation politics', 'woman in leading positions', 'woman in managerial positions', 'woman in management positions', 'woman in parliament', 'woman in top position', 'woman in government', 'woman leading', 'leading woman', 'woman serving in parliament', 'woman in positions of leadership', 'woman leadership', 'woman’s representation in the political', 'woman’s representation in policy', 'women in political leadership', 'woman in political leadership', 'woman in political offices', 'women in political offices', 'seats held by women', 'positions held by women', 'females employed in decision-making', 'females employed in management roles', 'women who are employed in decision-making', 'women employed in management roles', 'woman employed in decision-making', 'woman employed in management roles', 'women in decision-making', 'women in management roles', 'woman in decision-making', 'woman in management roles', 'gender balance on company boards', 'female-led households']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.5,รับรองการมีส่วนร่วมอย่างเต็มที่และมีประสิทธิภาพและโอกาสที่เท่าเทียมกันสำหรับความเป็นผู้นำในทุกระดับของการตัดสินใจในชีวิตทางการเมืองเศรษฐกิจและสาธารณะ,5.5.2,สัดส่วนของผู้หญิงในตำแหน่งผู้บริหาร,C050502,"['women in leading positions', 'women in managerial positions', 'women in management positions', 'women in parliament', 'women in top position', 'female CEO', 'female boss', 'women in government', 'women leading', 'leading women', 'women are serving in parliament', 'women in positions of leadership', 'women leadership', 'women’s representation in policy', 'women’s representation politics', 'woman in leading positions', 'woman in managerial positions', 'woman in management positions', 'woman in parliament', 'woman in top position', 'woman in government', 'woman leading', 'leading woman', 'woman serving in parliament', 'woman in positions of leadership', 'woman leadership', 'woman’s representation in the political', 'woman’s representation in policy', 'women in political leadership', 'woman in political leadership', 'woman in political offices', 'women in political offices', 'seats held by women', 'positions held by women', 'females employed in decision-making', 'females employed in management roles', 'women who are employed in decision-making', 'women employed in management roles', 'woman employed in decision-making', 'woman employed in management roles', 'women in decision-making', 'women in management roles', 'woman in decision-making', 'woman in management roles', 'gender balance on company boards', 'female-led households']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.6,สร้างความมั่นใจในการเข้าถึงสุขภาพทางเพศและการเจริญพันธุ์และสิทธิการเจริญพันธุ์ตามที่ตกลงกันตามโปรแกรมการประชุมระหว่างประเทศเกี่ยวกับประชากรและการพัฒนาและแพลตฟอร์มปักกิ่งสำหรับการดำเนินการและเอกสารผลลัพธ์ของการประชุมทบทวนของพวกเขา,5.6.1,สัดส่วนของผู้หญิงอายุ 15-49 ปีที่ตัดสินใจอย่างมีข้อมูลเกี่ยวกับความสัมพันธ์ทางเพศการใช้ยาคุมกำเนิดและการดูแลสุขภาพการเจริญพันธุ์,C050601,"['reproductive rights', 'sex education', 'freedom for women in sexual relations', 'freedom for woman in sexual relations']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.6,สร้างความมั่นใจในการเข้าถึงสุขภาพทางเพศและการเจริญพันธุ์และสิทธิการเจริญพันธุ์ตามที่ตกลงกันตามโปรแกรมการประชุมระหว่างประเทศเกี่ยวกับประชากรและการพัฒนาและแพลตฟอร์มปักกิ่งสำหรับการดำเนินการและเอกสารผลลัพธ์ของการประชุมทบทวนของพวกเขา,5.6.2,จำนวนประเทศที่มีกฎหมายและข้อบังคับที่รับประกันการเข้าถึงผู้หญิงและผู้ชายที่มีอายุ 15 ปีขึ้นไปเพื่อการดูแลสุขภาพทางเพศและการเจริญพันธุ์ข้อมูลและการศึกษาที่มีอายุ 15 ปีขึ้นไป,C050602,"['reproductive rights', 'sex education', 'freedom for women in sexual relations', 'freedom for woman in sexual relations']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.a,ดำเนินการปฏิรูปเพื่อให้สิทธิสตรีทรัพยากรทางเศรษฐกิจที่เท่าเทียมกันรวมถึงการเข้าถึงความเป็นเจ้าของและการควบคุมที่ดินและรูปแบบอื่น ๆ ของทรัพย์สินบริการทางการเงินมรดกและทรัพยากรธรรมชาติตามกฎหมายแห่งชาติตามกฎหมายแห่งชาติ,5.a.1,(a) สัดส่วนของประชากรเกษตรทั้งหมดที่มีความเป็นเจ้าของหรือสิทธิที่ปลอดภัยเหนือที่ดินเพื่อการเกษตรโดยเพศ;และ (b) ส่วนแบ่งของผู้หญิงในหมู่เจ้าของหรือผู้ถือสิทธิในที่ดินเกษตรตามประเภทของการครอบครอง,C050a01,"['land rights for women', 'women owned business', 'womens right to land', 'womens property rights', 'female property ownership', 'womens property', 'female land ownership', 'women land ownership', 'gender discrimination in land ownership', 'land rights for woman', 'woman owned business', 'womans right to land', 'womans property rights', 'womens land', 'woman land ownership', 'inheritance rights for woman', 'inheritance rights for women', 'women inheritance rights', 'woman inheritance rights', 'give women equal rights land', 'give women equal rights property', 'gender balance on ownership over agricultural land', 'gender balance on tenure rights over agricultural land', 'gender balance over agricultural land', 'woman owning land', 'women owning land', 'women equal rights to land']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.a,ดำเนินการปฏิรูปเพื่อให้สิทธิสตรีทรัพยากรทางเศรษฐกิจที่เท่าเทียมกันรวมถึงการเข้าถึงความเป็นเจ้าของและการควบคุมที่ดินและรูปแบบอื่น ๆ ของทรัพย์สินบริการทางการเงินมรดกและทรัพยากรธรรมชาติตามกฎหมายแห่งชาติตามกฎหมายแห่งชาติ,5.a.2,สัดส่วนของประเทศที่กรอบกฎหมาย (รวมถึงกฎหมายจารีตประเพณี) รับประกันสิทธิที่เท่าเทียมกันของผู้หญิงในการเป็นเจ้าของที่ดินและ/หรือการควบคุม,C050a02,"['land rights for women', 'women owned business', 'womens right to land', 'womens property rights', 'female property ownership', 'womens property', 'female land ownership', 'women land ownership', 'gender discrimination in land ownership', 'land rights for woman', 'woman owned business', 'womans right to land', 'womans property rights', 'womens land', 'woman land ownership', 'inheritance rights for woman', 'inheritance rights for women', 'women inheritance rights', 'woman inheritance rights', 'give women equal rights land', 'give women equal rights property', 'gender balance on ownership over agricultural land', 'gender balance on tenure rights over agricultural land', 'gender balance over agricultural land', 'woman owning land', 'women owning land', 'women equal rights to land']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.b,เพิ่มประสิทธิภาพการใช้เทคโนโลยีการเปิดใช้งานโดยเฉพาะอย่างยิ่งเทคโนโลยีสารสนเทศและการสื่อสารเพื่อส่งเสริมการเสริมสร้างศักยภาพของผู้หญิง,5.b.1,สัดส่วนของบุคคลที่เป็นเจ้าของโทรศัพท์มือถือทางเพศ,C050b01,"['women in technology', 'women in tech', 'gender and technology', 'technology and women', 'female tech leader', 'women techmakers', 'ict women', 'women ict', 'gender ict', 'ict gender', 'woman in technology', 'woman in tech', 'technology and woman', 'woman techmakers', 'ict woman', 'woman ict', 'mobile phone for women', 'mobile phone for girls', 'women with mobile phones', 'girls with mobile phones']"
5,บรรลุความเสมอภาคระหว่างเพศและให้อำนาจของผู้หญิงและเด็กหญิงทุกคน,5.c,นำมาใช้และเสริมสร้างนโยบายที่ดีและการออกกฎหมายที่บังคับใช้สำหรับการส่งเสริมความเท่าเทียมทางเพศและการเสริมสร้างพลังอำนาจของผู้หญิงและเด็กผู้หญิงทุกระดับ,5.c.1,สัดส่วนของประเทศที่มีระบบในการติดตามและจัดสรรสาธารณะเพื่อความเท่าเทียมทางเพศและการเสริมพลังของผู้หญิง,C050c01,"['gender laws', 'gender-neutral legislation', 'gender-sensitive legislation', 'gender-relevant legislation', 'gender legislation', 'public allocations for gender equality', 'laws gender', 'equality in law for women', 'women business and the law', 'women and law', 'gender equality law', 'gender equality legislation', 'law gender equality', 'equality in law for woman', 'discriminatory laws for women', 'discriminatory laws for woman', 'legislation on domestic violence', 'laws protecting women', 'address the way laws impact the decisions women take', 'give women and men equal legal rights', 'give men and women equal legal rights', 'gender approach in legislation', 'gender approach in policy', 'integrate gender in legislation', 'integrate gender in policy', 'gender mainstreaming', 'mainstreaming gender', 'gender sensitive legislation', 'gender sensitive policy', 'gender sensitive budget', 'gender budgeting']"
6,สร้างหลักประกันเรื่องน้ำและการสุขาภิบาลให้มีการจัดการอย่างยั่งยืน และมีสภาพพร้อมใช้สำหรับทุกคน,6.1,ภายในปี 2573 ได้รับการเข้าถึงน้ำดื่มที่ปลอดภัยและไม่แพงอย่างเท่าเทียมกันและเป็นธรรมสำหรับทุกคน,6.1.1,สัดส่วนของประชากรโดยใช้บริการน้ำดื่มที่มีการจัดการอย่างปลอดภัย,C060101,"['safe drinking water', 'drinking water access', 'affordable drinking water', 'access to drinking water', 'dwindling drinking water', 'water insecurity', 'drinking water stress', 'freshwater resources', 'drinking water services', 'improved drinking water source', 'basins where water use exceeds recharge', 'availability of water', 'recurring water shortages', 'safely-managed drinking water', 'shortfall in freshwater resources', 'water crisis', 'Drinking water supply']"
